"Epoch","fearless-sun-353 - _step","fearless-sun-353 - _step__MIN","fearless-sun-353 - _step__MAX","fearless-sun-353 - RI score","fearless-sun-353 - RI score__MIN","fearless-sun-353 - RI score__MAX","silvery-fog-321 - _step","silvery-fog-321 - _step__MIN","silvery-fog-321 - _step__MAX","silvery-fog-321 - RI score","silvery-fog-321 - RI score__MIN","silvery-fog-321 - RI score__MAX","honest-feather-317 - _step","honest-feather-317 - _step__MIN","honest-feather-317 - _step__MAX","honest-feather-317 - RI score","honest-feather-317 - RI score__MIN","honest-feather-317 - RI score__MAX","rare-tree-337 - _step","rare-tree-337 - _step__MIN","rare-tree-337 - _step__MAX","rare-tree-337 - RI score","rare-tree-337 - RI score__MIN","rare-tree-337 - RI score__MAX","pleasant-grass-346 - _step","pleasant-grass-346 - _step__MIN","pleasant-grass-346 - _step__MAX","pleasant-grass-346 - RI score","pleasant-grass-346 - RI score__MIN","pleasant-grass-346 - RI score__MAX","brisk-valley-351 - _step","brisk-valley-351 - _step__MIN","brisk-valley-351 - _step__MAX","brisk-valley-351 - RI score","brisk-valley-351 - RI score__MIN","brisk-valley-351 - RI score__MAX","brisk-moon-313 - _step","brisk-moon-313 - _step__MIN","brisk-moon-313 - _step__MAX","brisk-moon-313 - RI score","brisk-moon-313 - RI score__MIN","brisk-moon-313 - RI score__MAX"
"48","6719","6719","6719","0.6633201032446169","0.6633201032446169","0.6633201032446169","1679","1679","1679","0.8328975891283619","0.8328975891283619","0.8328975891283619","","","","","","","","","","","","","1679","1679","1679","0.7878333108671449","0.7878333108671449","0.7878333108671449","1679","1679","1679","0.705440711728848","0.705440711728848","0.705440711728848","","","","","",""
"49","6859","6859","6859","0.5978362564340667","0.5978362564340667","0.5978362564340667","1714","1714","1714","0.8348177992121857","0.8348177992121857","0.8348177992121857","","","","","","","","","","","","","1714","1714","1714","0.7812343423148163","0.7812343423148163","0.7812343423148163","1714","1714","1714","0.712007129270448","0.712007129270448","0.712007129270448","","","","","",""
"50","6999","6999","6999","0.6327928467656178","0.6327928467656178","0.6327928467656178","1749","1749","1749","0.8335855537416189","0.8335855537416189","0.8335855537416189","","","","","","","","","","","","","1749","1749","1749","0.7865308710390861","0.7865308710390861","0.7865308710390861","1749","1749","1749","0.7504345959331207","0.7504345959331207","0.7504345959331207","","","","","",""
"51","7139","7139","7139","0.6234029785173314","0.6234029785173314","0.6234029785173314","1784","1784","1784","0.8353543916405809","0.8353543916405809","0.8353543916405809","","","","","","","","","","","","","1784","1784","1784","0.7868629712283014","0.7868629712283014","0.7868629712283014","1784","1784","1784","0.741128901003989","0.741128901003989","0.741128901003989","","","","","",""
"52","7279","7279","7279","0.645741259404596","0.645741259404596","0.645741259404596","1819","1819","1819","0.8333951403138277","0.8333951403138277","0.8333951403138277","","","","","","","","","","","","","1819","1819","1819","0.7746326778198811","0.7746326778198811","0.7746326778198811","1819","1819","1819","0.6985171317167662","0.6985171317167662","0.6985171317167662","","","","","",""
"53","7419","7419","7419","0.629492513766781","0.629492513766781","0.629492513766781","1854","1854","1854","0.8342778118931009","0.8342778118931009","0.8342778118931009","","","","","","","","","","","","","1854","1854","1854","0.7879914728333858","0.7879914728333858","0.7879914728333858","1854","1854","1854","0.7254048656771559","0.7254048656771559","0.7254048656771559","","","","","",""
"54","7559","7559","7559","0.6304650500996001","0.6304650500996001","0.6304650500996001","1889","1889","1889","0.8303555149500003","0.8303555149500003","0.8303555149500003","","","","","","","","","","","","","1889","1889","1889","0.7891269639193015","0.7891269639193015","0.7891269639193015","1889","1889","1889","0.7333975367072556","0.7333975367072556","0.7333975367072556","","","","","",""
"55","7699","7699","7699","0.6514143214462235","0.6514143214462235","0.6514143214462235","1924","1924","1924","0.8296090383972122","0.8296090383972122","0.8296090383972122","","","","","","","","","","","","","1924","1924","1924","0.7867816935512054","0.7867816935512054","0.7867816935512054","1924","1924","1924","0.7414994433377766","0.7414994433377766","0.7414994433377766","","","","","",""
"56","7839","7839","7839","0.6330182075975657","0.6330182075975657","0.6330182075975657","1959","1959","1959","0.8324480656611799","0.8324480656611799","0.8324480656611799","","","","","","","","","","","","","1959","1959","1959","0.7916539607890125","0.7916539607890125","0.7916539607890125","1959","1959","1959","0.7437818083783905","0.7437818083783905","0.7437818083783905","","","","","",""
"57","7979","7979","7979","0.6338612388355525","0.6338612388355525","0.6338612388355525","1994","1994","1994","0.835642657800011","0.835642657800011","0.835642657800011","","","","","","","","","","","","","1994","1994","1994","0.78630780675084","0.78630780675084","0.78630780675084","1994","1994","1994","0.740961353163489","0.740961353163489","0.740961353163489","","","","","",""
"58","8119","8119","8119","0.6425518594515255","0.6425518594515255","0.6425518594515255","2029","2029","2029","0.8382131891503287","0.8382131891503287","0.8382131891503287","","","","","","","","","","","","","2029","2029","2029","0.7868415035371765","0.7868415035371765","0.7868415035371765","2029","2029","2029","0.7544153049660262","0.7544153049660262","0.7544153049660262","","","","","",""
"59","8259","8259","8259","0.6351994248655773","0.6351994248655773","0.6351994248655773","2064","2064","2064","0.8333207522678369","0.8333207522678369","0.8333207522678369","","","","","","","","","","","","","2064","2064","2064","0.7877443447611345","0.7877443447611345","0.7877443447611345","2064","2064","2064","0.7786974603222151","0.7786974603222151","0.7786974603222151","","","","","",""
"60","8399","8399","8399","0.6303838722722303","0.6303838722722303","0.6303838722722303","2099","2099","2099","0.8341025756236864","0.8341025756236864","0.8341025756236864","","","","","","","","","","","","","2099","2099","2099","0.7794511260552868","0.7794511260552868","0.7794511260552868","2099","2099","2099","0.7531946420636941","0.7531946420636941","0.7531946420636941","","","","","",""
"61","8539","8539","8539","0.6260041637335809","0.6260041637335809","0.6260041637335809","2134","2134","2134","0.8336577450936341","0.8336577450936341","0.8336577450936341","","","","","","","","","","","","","2134","2134","2134","0.7839121122710321","0.7839121122710321","0.7839121122710321","2134","2134","2134","0.7614334426687834","0.7614334426687834","0.7614334426687834","","","","","",""
"62","8679","8679","8679","0.6465844903420352","0.6465844903420352","0.6465844903420352","2169","2169","2169","0.8380373537825573","0.8380373537825573","0.8380373537825573","","","","","","","","","","","","","2169","2169","2169","0.7922352858947285","0.7922352858947285","0.7922352858947285","2169","2169","2169","0.7809566602263593","0.7809566602263593","0.7809566602263593","","","","","",""
"63","8819","8819","8819","0.6768305699921618","0.6768305699921618","0.6768305699921618","2204","2204","2204","0.8371733541020764","0.8371733541020764","0.8371733541020764","","","","","","","","","","","","","2204","2204","2204","0.7860917319434252","0.7860917319434252","0.7860917319434252","2204","2204","2204","0.7716090284122396","0.7716090284122396","0.7716090284122396","","","","","",""
"64","8959","8959","8959","0.6157913340422664","0.6157913340422664","0.6157913340422664","2239","2239","2239","0.8348466557830465","0.8348466557830465","0.8348466557830465","","","","","","","","","","","","","2239","2239","2239","0.792716661424556","0.792716661424556","0.792716661424556","2239","2239","2239","0.7632146619337896","0.7632146619337896","0.7632146619337896","","","","","",""
"65","9099","9099","9099","0.707065965721589","0.707065965721589","0.707065965721589","2274","2274","2274","0.8332331840579927","0.8332331840579927","0.8332331840579927","","","","","","","","","","","","","2274","2274","2274","0.7983026545049701","0.7983026545049701","0.7983026545049701","2274","2274","2274","0.7627576497371455","0.7627576497371455","0.7627576497371455","","","","","",""
"66","9239","9239","9239","0.6382371530846077","0.6382371530846077","0.6382371530846077","2309","2309","2309","0.8346476552788054","0.8346476552788054","0.8346476552788054","","","","","","","","","","","","","2309","2309","2309","0.7895408410342435","0.7895408410342435","0.7895408410342435","2309","2309","2309","0.7580189814329434","0.7580189814329434","0.7580189814329434","","","","","",""
"67","9379","9379","9379","0.6254386148845987","0.6254386148845987","0.6254386148845987","2344","2344","2344","0.8338982830839586","0.8338982830839586","0.8338982830839586","","","","","","","","","","","","","2344","2344","2344","0.7867544345759632","0.7867544345759632","0.7867544345759632","2344","2344","2344","0.7572767984183804","0.7572767984183804","0.7572767984183804","","","","","",""
"68","9519","9519","9519","0.6574426488135356","0.6574426488135356","0.6574426488135356","2379","2379","2379","0.8334222994393438","0.8334222994393438","0.8334222994393438","","","","","","","","","","","","","2379","2379","2379","0.7796517241551465","0.7796517241551465","0.7796517241551465","2379","2379","2379","0.7572816910549622","0.7572816910549622","0.7572816910549622","","","","","",""
"69","9659","9659","9659","0.6276463921797695","0.6276463921797695","0.6276463921797695","2414","2414","2414","0.8325678853325744","0.8325678853325744","0.8325678853325744","","","","","","","","","","","","","2414","2414","2414","0.7778737999311037","0.7778737999311037","0.7778737999311037","2414","2414","2414","0.760711329449179","0.760711329449179","0.760711329449179","","","","","",""
"70","9799","9799","9799","0.605915497176749","0.605915497176749","0.605915497176749","2449","2449","2449","0.8361326204062886","0.8361326204062886","0.8361326204062886","","","","","","","","","","","","","2449","2449","2449","0.77517516138212","0.77517516138212","0.77517516138212","2449","2449","2449","0.7622311421310927","0.7622311421310927","0.7622311421310927","","","","","",""
"71","9939","9939","9939","0.6148101107832712","0.6148101107832712","0.6148101107832712","2484","2484","2484","0.8362241826051792","0.8362241826051792","0.8362241826051792","","","","","","","","","","","","","2484","2484","2484","0.7858456023684355","0.7858456023684355","0.7858456023684355","2484","2484","2484","0.7594939615878104","0.7594939615878104","0.7594939615878104","","","","","",""
"72","10079","10079","10079","0.6217836156584341","0.6217836156584341","0.6217836156584341","2519","2519","2519","0.8365624734774165","0.8365624734774165","0.8365624734774165","","","","","","","","","","","","","2519","2519","2519","0.7789291116869111","0.7789291116869111","0.7789291116869111","2519","2519","2519","0.7613384855792033","0.7613384855792033","0.7613384855792033","","","","","",""
"73","10219","10219","10219","0.6245868967204358","0.6245868967204358","0.6245868967204358","2554","2554","2554","0.8347464066579797","0.8347464066579797","0.8347464066579797","","","","","","","","","","","","","2554","2554","2554","0.7758774045062181","0.7758774045062181","0.7758774045062181","2554","2554","2554","0.7525294431880021","0.7525294431880021","0.7525294431880021","","","","","",""
"74","10359","10359","10359","0.6499558164961733","0.6499558164961733","0.6499558164961733","2589","2589","2589","0.8339842536981842","0.8339842536981842","0.8339842536981842","","","","","","","","","","","","","2589","2589","2589","0.7723973420002895","0.7723973420002895","0.7723973420002895","2589","2589","2589","0.764073968677141","0.764073968677141","0.764073968677141","","","","","",""
"75","10499","10499","10499","0.6387033514560586","0.6387033514560586","0.6387033514560586","2624","2624","2624","0.8389334052251362","0.8389334052251362","0.8389334052251362","","","","","","","","","","","","","2624","2624","2624","0.775707959520921","0.775707959520921","0.775707959520921","2624","2624","2624","0.751914768273748","0.751914768273748","0.751914768273748","","","","","",""
"76","10639","10639","10639","0.6224726786186789","0.6224726786186789","0.6224726786186789","2659","2659","2659","0.840937988327567","0.840937988327567","0.840937988327567","","","","","","","","","","","","","2659","2659","2659","0.7761897344496532","0.7761897344496532","0.7761897344496532","2659","2659","2659","0.7614427286933165","0.7614427286933165","0.7614427286933165","","","","","",""
"77","10779","10779","10779","0.6249419623466682","0.6249419623466682","0.6249419623466682","2694","2694","2694","0.8356095076909251","0.8356095076909251","0.8356095076909251","","","","","","","","","","","","","2694","2694","2694","0.7773796436363273","0.7773796436363273","0.7773796436363273","2694","2694","2694","0.7590807834209514","0.7590807834209514","0.7590807834209514","","","","","",""
"78","10919","10919","10919","0.6311704884149355","0.6311704884149355","0.6311704884149355","2729","2729","2729","0.8374064033629388","0.8374064033629388","0.8374064033629388","","","","","","","","","","","","","2729","2729","2729","0.7754373667630217","0.7754373667630217","0.7754373667630217","2729","2729","2729","0.7592095895677006","0.7592095895677006","0.7592095895677006","","","","","",""
"79","11059","11059","11059","0.6222434236474107","0.6222434236474107","0.6222434236474107","2764","2764","2764","0.8366097023978911","0.8366097023978911","0.8366097023978911","","","","","","","","","","","","","2764","2764","2764","0.7780012081816866","0.7780012081816866","0.7780012081816866","2764","2764","2764","0.7645279853820001","0.7645279853820001","0.7645279853820001","","","","","",""
"80","11199","11199","11199","0.633770974683102","0.633770974683102","0.633770974683102","2799","2799","2799","0.8360225860080579","0.8360225860080579","0.8360225860080579","","","","","","","","","","","","","2799","2799","2799","0.7872351111577076","0.7872351111577076","0.7872351111577076","2799","2799","2799","0.7631042281366544","0.7631042281366544","0.7631042281366544","","","","","",""
"81","11339","11339","11339","0.632945117598015","0.632945117598015","0.632945117598015","2834","2834","2834","0.8361697645044208","0.8361697645044208","0.8361697645044208","","","","","","","","","","","","","2834","2834","2834","0.7872948212939526","0.7872948212939526","0.7872948212939526","2834","2834","2834","0.7717073803925093","0.7717073803925093","0.7717073803925093","","","","","",""
"82","11479","11479","11479","0.6954636272410023","0.6954636272410023","0.6954636272410023","2869","2869","2869","0.8357337207502709","0.8357337207502709","0.8357337207502709","","","","","","","","","","","","","2869","2869","2869","0.7793976066020639","0.7793976066020639","0.7793976066020639","2869","2869","2869","0.7725389289119875","0.7725389289119875","0.7725389289119875","","","","","",""
"83","11619","11619","11619","0.655877304656492","0.655877304656492","0.655877304656492","2904","2904","2904","0.837935007813241","0.837935007813241","0.837935007813241","","","","","","","","","","","","","2904","2904","2904","0.7737009800250623","0.7737009800250623","0.7737009800250623","2904","2904","2904","0.7367688628613936","0.7367688628613936","0.7367688628613936","","","","","",""
"84","11759","11759","11759","0.6586166818937499","0.6586166818937499","0.6586166818937499","2939","2939","2939","0.8391799341990305","0.8391799341990305","0.8391799341990305","","","","","","","","","","","","","2939","2939","2939","0.7760921812671929","0.7760921812671929","0.7760921812671929","2939","2939","2939","0.713777165366124","0.713777165366124","0.713777165366124","","","","","",""
"85","11899","11899","11899","0.6493949605843206","0.6493949605843206","0.6493949605843206","2974","2974","2974","0.836489483327592","0.836489483327592","0.836489483327592","","","","","","","","","","","","","2974","2974","2974","0.777079495359484","0.777079495359484","0.777079495359484","2974","2974","2974","0.73975856336214","0.73975856336214","0.73975856336214","","","","","",""
"86","12039","12039","12039","0.6624515104767326","0.6624515104767326","0.6624515104767326","3009","3009","3009","0.839515928527566","0.839515928527566","0.839515928527566","","","","","","","","","","","","","3009","3009","3009","0.7804507216638958","0.7804507216638958","0.7804507216638958","3009","3009","3009","0.7391030499098856","0.7391030499098856","0.7391030499098856","","","","","",""
"87","12179","12179","12179","0.6478593716456733","0.6478593716456733","0.6478593716456733","3044","3044","3044","0.8372311670935243","0.8372311670935243","0.8372311670935243","","","","","","","","","","","","","3044","3044","3044","0.7767640700745378","0.7767640700745378","0.7767640700745378","3044","3044","3044","0.777478594714954","0.777478594714954","0.777478594714954","","","","","",""
"88","12319","12319","12319","0.6464286249194962","0.6464286249194962","0.6464286249194962","3079","3079","3079","0.8372873824893535","0.8372873824893535","0.8372873824893535","","","","","","","","","","","","","3079","3079","3079","0.7862904328984878","0.7862904328984878","0.7862904328984878","3079","3079","3079","0.7639777135411207","0.7639777135411207","0.7639777135411207","","","","","",""
"89","12459","12459","12459","0.7258010693905672","0.7258010693905672","0.7258010693905672","3114","3114","3114","0.8381513821698344","0.8381513821698344","0.8381513821698344","","","","","","","","","","","","","3114","3114","3114","0.7807148241895947","0.7807148241895947","0.7807148241895947","3114","3114","3114","0.7688139350277832","0.7688139350277832","0.7688139350277832","","","","","",""
"90","12599","12599","12599","0.7205423837125127","0.7205423837125127","0.7205423837125127","3149","3149","3149","0.8372985656586837","0.8372985656586837","0.8372985656586837","","","","","","","","","","","","","3149","3149","3149","0.7789528759217378","0.7789528759217378","0.7789528759217378","3149","3149","3149","0.781005087343548","0.781005087343548","0.781005087343548","","","","","",""
"91","12739","12739","12739","0.6491058956270812","0.6491058956270812","0.6491058956270812","3184","3184","3184","0.842097043948857","0.842097043948857","0.842097043948857","","","","","","","","","","","","","3184","3184","3184","0.7839960858907344","0.7839960858907344","0.7839960858907344","3184","3184","3184","0.7850931348320778","0.7850931348320778","0.7850931348320778","","","","","",""
"92","12879","12879","12879","0.6576419488669553","0.6576419488669553","0.6576419488669553","3219","3219","3219","0.8397892172280718","0.8397892172280718","0.8397892172280718","","","","","","","","","","","","","3219","3219","3219","0.7720978926715294","0.7720978926715294","0.7720978926715294","3219","3219","3219","0.8042390202744869","0.8042390202744869","0.8042390202744869","","","","","",""
"93","13019","13019","13019","0.6526761224357343","0.6526761224357343","0.6526761224357343","3254","3254","3254","0.836966765018647","0.836966765018647","0.836966765018647","","","","","","","","","","","","","3254","3254","3254","0.7722859097058926","0.7722859097058926","0.7722859097058926","3254","3254","3254","0.7893872721554062","0.7893872721554062","0.7893872721554062","","","","","",""
"94","13159","13159","13159","0.6153598833755198","0.6153598833755198","0.6153598833755198","3289","3289","3289","0.8386226728773196","0.8386226728773196","0.8386226728773196","","","","","","","","","","","","","3289","3289","3289","0.7763967229319874","0.7763967229319874","0.7763967229319874","3289","3289","3289","0.7901145775607711","0.7901145775607711","0.7901145775607711","","","","","",""
"95","13299","13299","13299","0.6243212964488445","0.6243212964488445","0.6243212964488445","3324","3324","3324","0.8393516757280293","0.8393516757280293","0.8393516757280293","","","","","","","","","","","","","3324","3324","3324","0.7753674719547081","0.7753674719547081","0.7753674719547081","3324","3324","3324","0.8002131791653562","0.8002131791653562","0.8002131791653562","","","","","",""
"96","13439","13439","13439","0.7293943614859636","0.7293943614859636","0.7293943614859636","3359","3359","3359","0.8379708538649333","0.8379708538649333","0.8379708538649333","","","","","","","","","","","","","3359","3359","3359","0.7690213229090219","0.7690213229090219","0.7690213229090219","3359","3359","3359","0.7958759067603257","0.7958759067603257","0.7958759067603257","","","","","",""
"97","13579","13579","13579","0.6735297377446943","0.6735297377446943","0.6735297377446943","3394","3394","3394","0.8399220173638674","0.8399220173638674","0.8399220173638674","","","","","","","","","","","","","3394","3394","3394","0.7678137403208172","0.7678137403208172","0.7678137403208172","3394","3394","3394","0.7739752672228296","0.7739752672228296","0.7739752672228296","","","","","",""
"98","13719","13719","13719","0.6365082550761104","0.6365082550761104","0.6365082550761104","3429","3429","3429","0.838229364805967","0.838229364805967","0.838229364805967","","","","","","","","","","","","","3429","3429","3429","0.7830060758558369","0.7830060758558369","0.7830060758558369","3429","3429","3429","0.7916122236034767","0.7916122236034767","0.7916122236034767","","","","","",""
"99","13859","13859","13859","0.6164404571120464","0.6164404571120464","0.6164404571120464","3464","3464","3464","0.8407089330557511","0.8407089330557511","0.8407089330557511","","","","","","","","","","","","","3464","3464","3464","0.7714172170882821","0.7714172170882821","0.7714172170882821","3464","3464","3464","0.7794275615199125","0.7794275615199125","0.7794275615199125","","","","","",""
"100","13999","13999","13999","0.6539821568539348","0.6539821568539348","0.6539821568539348","3499","3499","3499","0.8393455848947334","0.8393455848947334","0.8393455848947334","","","","","","","","","","","","","3499","3499","3499","0.7731070738538499","0.7731070738538499","0.7731070738538499","3499","3499","3499","0.7950714175166375","0.7950714175166375","0.7950714175166375","","","","","",""